微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ICeEUhdxd,学生时代的快乐有多简单。 思想聚焦的微博视频  ,,无,无,无,2020-04-07 17:30,微博视频号,362,107,55
ICe8BbNMR,【转发致敬#中国护士#！】据医政医管局监察专员郭燕红，4.2万#援鄂医疗队员中有2.86万护士#，#女性护士占援鄂护士近九成#。你们辛苦了！  原图 ,,http://wx1.sinaimg.cn/large/7cfe0d62gy1gdl9r7uc8sj20m80gogms.jpg,无,无,2020-04-07 16:11,无,92,19,11
ICdX9EPLY,“春花秋月何时了，往事都在吃烧烤。”无人机硬核小姐姐又来啦！来源：南京溧水城管 南京发布的微博视频  ,,无,无,无,2020-04-07 15:43,微博视频号,113,21,29
ICdB1FqHa,【致敬！#中国重症领域顶配阵容#：仍然坚守在武汉的#重症八仙#】近日，@四川大学华西医院 发布微博：8位专家组成员进驻7家重症定点医院，与各医疗队一起，在武汉攻坚最后的“重症堡垒”，被称为重症八仙。他们分别是：东南大学附属中大医院副院长 邱海波（左四）、北京朝阳医院副院长 童朝晖（右三）、北京协和医院内科重症医学科主任 杜斌（右一）、中山大学附属第一医院重症医学科主任 管向东（左二）、东部战区总医院呼吸与危重症医学科主任医师 赵蓓蕾（右四）、四川大学华西医院重症医学科主任 康焰（左一）、北京宣武医院重症医学科主任 姜利（右二）、苏北人民医院重症医学科主任 郑瑞强（左三）。辛苦了！ 原图 ,,http://wx1.sinaimg.cn/large/7cfe0d62gy1gdl7cy53jdj20j60csq6u.jpg,无,无,2020-04-07 14:48,无,125,23,12
ICdc8kUdk,被警花小姐姐叫“小心肝”是怎样一种体验？@平安南京 平安南京的微博视频  ,,无,无,无,2020-04-07 13:47,微博视频号,53,7,37
ICciQjiA5,清新盐系奶油色的@南京地铁 十号线～摄：@CAI_采  #最南京，全民拍#  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62ly1gdl1nieaqqj20u0140gph.jpg,http://ww2.sinaimg.cn/large/7cfe0d62ly1gdl1niwgqhj20u0140jub.jpg,http://ww3.sinaimg.cn/large/7cfe0d62ly1gdl1njm659j20u0140afq.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gdl1nk6dpvj20u0140n2x.jpg,http://ww3.sinaimg.cn/large/7cfe0d62ly1gdl1nkle1lj20u0140ad6.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gdl1nl5eg6j20u0140dml.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gdl1nlrfwkj20u0140457.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gdl1nhwaecj20u0140q8t.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gdl1nmf6d6j20u0140dmh.jpg",无,无,2020-04-07 11:31,无,223,33,45
ICbW3jUAG,【#江苏医生返宁起飞时接到患者电话#：在电视看到你们要回家，一路顺风！】3月31日，在武汉奋战52天的江苏援湖北医疗队队员章文豪，登上飞机准备返回南京时，接到65岁患者戴先生的告别电话。戴先生说是章医生将他从死亡线上拉回，看电视得知医疗队要返宁，“祝你们一路顺风”。荔直播的秒拍视频  ,,无,无,无,2020-04-07 10:34,微博视频号,52,3,3
ICbr6EmTi,【难度相当于闭眼穿针！江苏医疗队完成#武汉首例重症患者食管支架置入术#】武汉61岁李女士是新冠肺炎重症患者并出现食管气管瘘。3月23日，江苏医疗队接手该患者后多方会诊讨论，并与钟南山院士专家团队共同讨论最终形成手术方案，其难度相当于闭眼穿针。手术中仅用时3分钟，食管支架被准确置入。目前患者生命体征平稳。http://t.cn/A6Zr0ITD ,,无,无,无,2020-04-07 09:18,微博视频号,90,520,17
ICaNV94ZO,【为他们转发！他们#不是超人却在拯救世界#】#今天世界卫生日#，过去的这个寒冬，他们保护了我们！转发微博，致敬医护，共抗疫情！致敬！@央视新闻  原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62gy1gdkv1em14wj20bk0m8q40.jpg,无,无,2020-04-07 07:42,无,61,40,8
IC7iG42R8,南京中轴线，一直可以看到大报恩寺摄影：@八月水牯牛 #最南京，全民拍#  原图 ,,http://wx4.sinaimg.cn/large/7cfe0d62gy1gdkfkgfghmj20u0190gxh.jpg,无,无,2020-04-06 22:46,无,416,67,92
IC6TGblvV,富贵包，颈椎病，腰椎痛的锻炼方法，每天5组，每组3分钟，有效缓解💪🏻跑步心情的微博视频  ,,无,无,无,2020-04-06 21:45,微博视频号,236,192,31
IC6rE4JMi,#知识抽查#你们知道，“独乐乐不如众乐乐”应该怎么读吗？ “独乐乐不如众乐乐”怎么读？  ,,无,无,无,2020-04-06 20:36,无,3871,25,31
IC61Mq6aZ,你知道这些东西的隐藏功能吗？马住！！！每日小技能的微博视频  ,,无,无,无,2020-04-06 19:32,微博视频号,171,117,9
IC5Bk9Kad,#多国要求或呼吁民众保持社交距离#直观！戴口罩的作用：戴和不戴的人说话和咳嗽时的气流可视化。风青杨V的微博视频  ,,无,无,无,2020-04-06 18:27,微博视频号,78,67,23
IC4Gv2GNe,在水下的世界里，樱花是悬浮静止的，太美了吧！#樱花#  江苏音乐台的微博视频  ,,无,无,无,2020-04-06 16:07,微博视频号,264,70,25
IC4dXBK7n,【南京又一批高校开学时间确定】据@仙林发布 ：仙林大学城11所高校自4月15日起，分期分批、错时错峰开学。1⃣️南京大学：4月28日-5月10日2⃣️南京师范大学：4月21-24日3⃣️南京中医药大学：4月15-17日4⃣️南京邮电大学：4月17-20日5⃣️南京财经大学：4月19-22日6⃣️南京森林警察学院：4月19-20日7⃣️南京工业职业技术学院：4月23-26日8⃣️南京信息职业技术学院：4月24-25日9⃣️南京理工大学紫金学院：4月20-21日，5月6-9日🔟南京审计大学金审学院：4月23-25日 11.南京技师学院：5月8日开始 #江苏开学时间# [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/7cfe0d62ly1gdk1zdkvhbj20tz25akft.jpg,http://ww3.sinaimg.cn/large/7cfe0d62ly1gdk1zfbey1j20dv08zaa3.jpg",无,无,2020-04-06 14:57,无,336,64,146
IC3MSBBva,玄武湖 | 木香暗香浮动春意浓，芬芳满庭木香花。又到了一年一度赏“菊花脑蛋汤”花的时候了～摄影：@云中·微博 #最南京，全民拍#  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62gy1gdk0240xc3j20u0140q9h.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdk024i37hj20u014egt2.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdk023llppj20u01407lx.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdk0259vhkj21400u0gzi.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdk025oo7xj20u0191qa3.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdk0262bmmj213e0u00yq.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdk027fmkjj20u0143wu9.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdk0283cirj20u0140n73.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdk028smbwj20u014q49l.jpg",无,无,2020-04-06 13:50,无,208,42,35
IC3iz1BQ4,就是想问问，#你为什么想开学# ？ 你为什么想开学？  ,,无,无,无,2020-04-06 12:35,无,15228,51,97
IC2STdDDP,【#美国动物园回应老虎检测呈阳性#：感染自一名工作人员】4月5日，美国纽约当地布朗克斯动物园宣布一只老虎新冠检测呈阳性。该老虎名叫娜迪亚，是只4岁雌性马来亚虎。它出现了干咳的症状，出现相同状况的还有3只老虎和3只非洲狮。园方称，一名工作人员将新冠病毒传染给这些动物。http://t.cn/A6Z1FXLP  ,,无,无,无,2020-04-06 11:32,微博视频号,99,58,40
IC2utFK6f,明孝陵全景，一张长长长长图！摄影：@南京-老张 #最南京，全民拍#  原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62gy1gdjuc4ttemj20u02fgnpd.jpg,无,无,2020-04-06 10:32,无,153,60,32
IC25u78aw,"【战疫护士的女儿消毒后才敢抱妈妈：我怕细菌在家里】近日，江苏医疗队队员解除隔离回家。护士祁琦的女儿早早就盼着，但妈妈进门想要拥抱，她却害羞起来，用消毒液围妈妈喷了一圈才抱了上去。她说：""我想妈妈，但怕细菌在家里…""网友：既心酸又感动，孩子，你的妈妈是英雄！http://t.cn/A6Z3zdy9  ",,无,无,无,2020-04-06 09:30,微博视频号,52,4,5
IC1ipqvxs,这是南京的春天啊～摄影：@茱迪当当 #最南京，全民拍#  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/7cfe0d62gy1gdjp1v197zj20u00u043f.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdjp1unkdij20u00u0tc8.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdjp1vfs7zj20u00u0jvr.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdjp1vuj6rj20u00u0777.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdjp1x5p8oj20u00u0tl6.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdjp1xrm10j20u00u0n1r.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdjp1y7335j20u00u00xa.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdjp1ylj6pj20u00u0tbk.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdjp1z4vdvj20u00u0wmm.jpg",无,无,2020-04-06 07:29,无,165,25,12
IBXiceMCw,个人所得税 退税汇算清缴之退税流程非常详细！不知道怎么退税的来看这个视频了 来源水印 当时我就震惊了的微博视频  ,,无,无,无,2020-04-05 21:18,微博视频号,341,198,100
IBWp362wR,【#机长接23年未见的老同学回家# 】3月31日，江苏援湖北医疗“南京队”顺利完成医疗救治任务，东航江苏公司派出飞机接队员们回家。在MU5000航班机舱门口，机长陶飞终于等到了南京市溧水区人民医院急诊部主任、溧水医疗队领队黄刚——他23年未见的高中同学：“老同学，辛苦了！我来接你回家！”  http://t.cn/A6ZmJ1Vy ,,无,无,无,2020-04-05 19:02,微博视频号,102,416,16
IBVu3zbvy,在南京市公共卫生医疗中心，距离收治第一例病人到今天已有2个多月。当本地患者全部清零出院后，南京新增的境外输入新冠肺炎确诊病例，还在这里隔离治疗。这里医护人员们的战疫仍在继续，“只要有疫情，只要有输入病例，大家就会继续坚守”。JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-04-05 16:42,微博视频号,146,14,12
IBV7N3KNB,南京的许多地铁站名称以城墙的城门命名。考考你，以下哪个不是？ 以下哪座地铁站不是以城墙的城门命名？  ,,无,无,无,2020-04-05 15:47,无,7948,29,83
IBUGxqnRX,【永久保存！#竹内亮捐赠南京抗疫现场影像资料#】近日，南京档案馆举行了日籍导演竹内亮的《南京抗疫现场》相关影像资料捐赠仪式，这些影像资料是关于南京抗疫感人场景和市民抗击疫情的记录。“让世界更加了解真实抗“疫”场景，以及中国人面对疫情时的决心和团结。”JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-04-05 14:40,微博视频号,279,30,27
IBUg3DUEm,【南京这些高校确定开学时间】经江苏省新型冠状病毒感染肺炎疫情防控工作领导小组学校防控组备案通过，南京这些高校分期分批错峰开学！1⃣️中国药科大学4月13日起；2⃣️南京信息工程大学4月13日起；3⃣️南京晓庄学院4月15日起；4⃣️南京农业大学4月17日起；5⃣️南京城市职业学院4月17日起；6⃣️金陵科技学院4月19日起；7⃣️江苏海事职业技术学院4月19日-21日；8⃣️南京审计大学4月23日起；9⃣️南京信息职业技术学院4月24日起。 原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62gy1gdityyaoeyj20dv08zq2u.jpg,无,无,2020-04-05 13:34,微博 weibo.com,4488,230,870
IBTIYjwTG,来，一起玩个游戏，用表情打出你所在的城市我先来：🟦🐳  ,,无,无,无,2020-04-05 12:13,无,178,9,323
IBTdy8MG8,【走，去打卡！】郊游，怎可错过南京的美丽乡村？今起到6月，大家在游览南京的美丽乡村时用“百度地图”、“高德地图”等平台签到打卡，带微博话题#打卡小康路#分享游览感悟并@南京发布 ，只要你的分享能够展现小康幸福生活，就有机会抽取价值500元的南京民宿抵用券1张，共30个名额。详戳➡️http://t.cn/A6Zmbofm [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/7cfe0d62gy1gdipdekxpjj20u00j2tfn.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdipdf2d8aj20u00k0ahn.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdipdfpsfsj20u00j64qp.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdipdg3wslj20sg0kd7ed.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdipdgjvh1j20u00miq9a.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdipddyxdtj20r00iiqc1.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdipdhhrn0j20u00mithh.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdipdh0io6j20u00gw78e.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdipdhukx7j20u00gwjyv.jpg",无,无,2020-04-05 10:55,无,54,498,30
IBSLEluZi,这里有一条来自@平安南京 的提醒：防疫情、防诈骗，居家隔离做贡献；不盲目、不轻信，转账汇款多检验！ 南京发布的微博视频  ,,无,无,无,2020-04-05 09:47,微博视频号,47,878,40
IBRUrt1V5,春风清晨舞纱帘……摄：@八月水牯牛 #最南京，全民拍#  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/7cfe0d62gy1gdijm7dfldj20u01sxn3s.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdijm7t76dj20u01sxnej.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdijm8h1pvj20u01syqfb.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdijm920q9j20u01sxdwq.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdijm9iegnj20u01sx7jp.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdijm9wn3dj20u01szqcc.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdijmafztzj20u01szdxs.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdijmb4vpvj20u01sx7jz.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdijmbn2g8j20u01sw7li.jpg",无,无,2020-04-05 07:36,无,118,30,16
IBOjsjSln,#清明# 细雨新绿过后就是更强更茂盛的生命力。摄：@烟波里的棠 #最南京，全民拍#  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62gy1gdi3qnondej20m813ijww.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdi3qohem8j20m813ik0q.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdi3qp3o1pj20m813i45j.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdi3qqbyggj20m813i7fx.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdi3qs53zpj20m813iwjs.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdi3qn1x70j20m813ik42.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdi3qtc1xbj20m813itkb.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdi3qr88kcj20m813i0yk.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdi3qu50lmj20m813i48b.jpg",无,无,2020-04-04 22:26,无,192,14,12
IBNJEffaD,【你们听见了吗？#这是今日中国的声音#】今天，山河同悲。#清明节响彻神州大地的声音#，致敬英烈、告慰逝者。风雨过后，生活还将继续，生者自当勇毅前行！  人民日报的微博视频  ,,无,无,无,2020-04-04 20:58,微博视频号,89,21,7
IBMxwd73L,今天，清明，记住这些为守护你我献出生命的南京人。#清明祭# 南京发布的微博视频  ,,无,无,无,2020-04-04 17:55,微博视频号,436,51,70
IBLZhldSV,时长9分钟的中国抗疫图鉴长卷动态版，记录了疫情期间我们每一个人的经历。向每一位英雄致敬！为逝去的同胞默哀！淮南公安在线的微博视频  ,,无,无,无,2020-04-04 16:31,微博视频号,326,295,27
IBLmpCaMB,【别忘记他们！#自费支援武汉59天#，有队员离世，他们更坚定信念】疫情期间，江苏28位蓝天救援队队员自费支援湖北抗疫一个多月，最长的驻守达59天。其中，队员许鹏运送物资途中遇车祸不幸离世，许鹏的牺牲让队员们达成了默契：疫情不撤，我们不撤！荔直播的秒拍视频  ,,无,无,无,2020-04-04 14:55,微博视频号,277,43,20
IBKO12Im5,【南京医生#庆幸帮病人编辑好的遗言没有发出去#】南京市第一医院的医生沈华在武汉支援50多天，曾帮助病情危重的小伙小李记录了一条“遗言”短信。最终，小李康复，短信没有发出。尽管沈华和同事们已回到南京，小李和大家依然有联系，还学会了一句“阿要辣油啊？”荔直播的秒拍视频  ,,无,无,无,2020-04-04 13:31,微博视频号,151,9,10
IBKolwXVM,今天上午10点，南京南站仿佛被按下了暂停键。16号站台上，D657次列车即将开往武汉方向，列车乘务员、站台客运员、高铁乘警等纷纷低头，站台上的旅客也停下匆匆的脚步，一起默哀。现代快报快快看视频的微博视频  ,,无,无,无,2020-04-04 12:27,微博视频号,297,453,25
IBJzyvesM,今天10时，警报拉响，南京人在街头驻足，默哀3分钟。摄影：南京城市摄影队  [组图共11张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62gy1gdhismi4voj21900u0adz.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdhisrz3coj21900u0dkq.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdhist7dwhj21900u0npf.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdhisr8k8rj21900u0wjb.jpg,http://ww2.sinaimg.cn/large/7cfe0d62gy1gdhisx4o87j21900u07wk.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdhisn6pbej21aw0u043n.jpg,http://ww1.sinaimg.cn/large/7cfe0d62gy1gdhisnm1fyj21a00u0tc5.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdhisnt0hpj21900u07a1.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdhiso3v2mj21900u011r.jpg,http://ww3.sinaimg.cn/large/7cfe0d62gy1gdhisoqp1cj219i0u0aki.jpg,http://ww4.sinaimg.cn/large/7cfe0d62gy1gdhissbhnnj21900u0hdv.jpg",无,无,2020-04-04 10:22,微博 weibo.com,754,195,73
IBJuOt6Rs,上午10时，防空警报拉响，侵华日军南京大屠杀遇难同胞纪念馆观众驻足为抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞默哀。  侵华日军南京大屠杀遇难同胞纪念馆的微博视频  ,,无,无,无,2020-04-04 10:10,微博视频号,420,69,42
IBJmey1rQ,【#全国各地下半旗合集#】2020年4月4日清晨，在北京天安门广场、武汉江汉关，上海人民广场、南京南站…#全国各地下半旗#，共寄哀思！人民日报的微博视频  ,,无,无,无,2020-04-04 09:49,微博视频号,162,51,12
IBJcgovtF,今天上午，@侵华日军南京大屠杀遇难同胞纪念馆 公祭广场下半旗，为抗击新冠肺炎疫情牺牲烈士和逝世同胞默哀。#哀悼抗击新冠疫情牺牲烈士和逝世同胞# 侵华日军南京大屠杀遇难同胞纪念馆的微博视频  ,,无,无,无,2020-04-04 09:25,微博视频号,281,53,25
IBItnrEUN,清晨6时，南京市政府武警中队的武警战士举行下半旗仪式。今天，我们缅怀逝去的同胞！#哀悼抗击新冠疫情牺牲烈士和逝世同胞# 摄影：崔晓  [组图共4张] 原图 ,,"http://ww1.sinaimg.cn/large/7cfe0d62ly1gdhdym5gorj24ao2v4kjr.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gdhdynmcnsj21lp0vc4qp.jpg,http://ww4.sinaimg.cn/large/7cfe0d62ly1gdhdyoo0fej21lm0vc1kx.jpg,http://ww1.sinaimg.cn/large/7cfe0d62ly1gdhdxwk3idj22lq21a1l0.jpg",无,无,2020-04-04 07:34,无,633,106,43
IBIjhAv2U,#清明祭# 为那些没能来得及的告别！  原图 ,,http://wx2.sinaimg.cn/large/7cfe0d62ly1gdhh34ss1vj20u01hc1ky.jpg,无,无,2020-04-04 07:09,无,326,185,19
